inventory_id,supplier_id,product_id,quantity_available,price_per_unit_etb,status,available_date,expiry_date
ce7ea904-8e47-4bbc-a52b-bafcf09e440e,fd6d66ff-b0c7-4f8d-b4a0-516aeb7f9e6c,42b5b340-8b69-4736-aca7-ea8d62a44655,195.89,73.37,active,2025-10-07,2025-10-19
5c88fc91-8264-4cc4-8257-6c45e0481b42,fd6d66ff-b0c7-4f8d-b4a0-516aeb7f9e6c,a1ed31a8-e095-4e35-90ce-e942781b263b,340.18,208.36,active,2025-10-16,2025-11-21
c6382b39-ffa1-4383-ac1b-ce34fc1a76fd,fd6d66ff-b0c7-4f8d-b4a0-516aeb7f9e6c,a6db1ee0-fa06-4a13-8248-43c69d2d8c37,100.01,1835.71,active,2025-10-09,2026-01-04
54ee2734-4e76-41fe-bdbc-727281045e9d,fd6d66ff-b0c7-4f8d-b4a0-516aeb7f9e6c,ea01cc82-6543-4d3c-a180-bb184ebab01d,447.94,57.93,active,2025-10-09,2025-12-30
6b8cb2a0-7f87-4fe9-ae68-44cc8ad9ac76,fd6d66ff-b0c7-4f8d-b4a0-516aeb7f9e6c,98dde7ab-8fc5-4343-8945-2413e8bf5372,74.13,37.65,active,2025-10-03,2025-12-03
ce7d96f5-12b6-4abe-aa62-6e6ef197e0cd,fd6d66ff-b0c7-4f8d-b4a0-516aeb7f9e6c,dde3066f-8a18-4f06-a545-ab25ba0110dd,27.64,67.31,active,2025-10-01,2025-12-13
c0e85732-a139-438f-b531-95e07308d4b3,fd6d66ff-b0c7-4f8d-b4a0-516aeb7f9e6c,ff98e03f-3071-4fea-97df-68c77eb81ee7,306.72,29.78,active,2025-10-17,2026-01-07
6cf44d70-3ffd-4c05-ba26-805e282d74dc,fd6d66ff-b0c7-4f8d-b4a0-516aeb7f9e6c,dd4f367d-46dd-4986-bea2-17ea836e13d8,261.28,21.73,active,2025-10-11,2026-01-05
ae713c0c-ac26-43d0-84e6-bf714e7799e9,e83b8471-9d84-44b8-b270-7d0c21caf75e,6baef747-049d-4c05-a248-f2dbc2d4ee51,263.31,50.35,active,2025-09-29,2025-12-03
93c794a6-9d29-4ef3-8d5e-929bb24eb7a0,e83b8471-9d84-44b8-b270-7d0c21caf75e,aecea92b-4bef-49ec-9afd-08fb6bd4bbf2,479.41,138.44,active,2025-10-06,2025-12-26
8f0792d6-e4ae-49e6-9243-796916585a09,e83b8471-9d84-44b8-b270-7d0c21caf75e,37991aa9-c063-4d93-be76-436de7d4d076,270.15,15.57,active,2025-09-19,2025-12-18
8a1f6b99-4276-4a48-8495-cbb96a5f85a8,e83b8471-9d84-44b8-b270-7d0c21caf75e,7f25d816-2c32-4b3e-83e0-8eef46fc7afa,142.38,92.82,active,2025-10-11,2025-11-09
6d912b41-854d-4c0f-a8ce-ac62fecbd5f1,e83b8471-9d84-44b8-b270-7d0c21caf75e,a6db1ee0-fa06-4a13-8248-43c69d2d8c37,453.12,1663.18,active,2025-10-05,2025-10-31
67c257ee-c6db-4194-ad72-0b53c572568a,e83b8471-9d84-44b8-b270-7d0c21caf75e,a6e71225-8093-4d9f-b474-1d5266a4d5cd,35.04,49.54,active,2025-10-07,2025-10-28
b58a326a-3f82-4c65-8958-b66b420b0b64,e83b8471-9d84-44b8-b270-7d0c21caf75e,601adc6f-a7c0-4402-a956-5f288bd2ca42,494.15,26.74,active,2025-09-26,2025-10-30
c2cb7eee-6700-4ae7-8eb0-495e1feeb37e,e83b8471-9d84-44b8-b270-7d0c21caf75e,c31b8008-5cd0-4b77-b28f-89df4e22d22f,345.05,55.61,active,2025-09-24,2025-11-08
a9aa91cc-6b9f-452f-a15e-fcbae2dda04a,e83b8471-9d84-44b8-b270-7d0c21caf75e,ea01cc82-6543-4d3c-a180-bb184ebab01d,99.48,64.27,active,2025-10-10,2025-11-24
f552b72f-889a-4ea5-9192-11693e1564a5,e83b8471-9d84-44b8-b270-7d0c21caf75e,730ca54b-202c-4ba7-ac29-59209b3798cc,89.68,129.24,active,2025-10-17,2025-11-08
0ff8178e-b71b-4da0-a54b-99ed256c8e5e,1b9a483f-1a39-427a-ad6a-543f7beead73,dd4f367d-46dd-4986-bea2-17ea836e13d8,423.35,21.71,active,2025-10-03,2025-10-25
596e3e01-7565-4f64-a413-3352a03292c9,1b9a483f-1a39-427a-ad6a-543f7beead73,a6db1ee0-fa06-4a13-8248-43c69d2d8c37,43.46,1629.64,active,2025-10-14,2025-11-14
82413c32-b10b-4872-b633-85e59bfe2e9f,1b9a483f-1a39-427a-ad6a-543f7beead73,c31b8008-5cd0-4b77-b28f-89df4e22d22f,174.43,48.9,active,2025-10-12,2026-01-10
fa094a1a-2eec-47a6-9600-f19affbe9f9a,1b9a483f-1a39-427a-ad6a-543f7beead73,37991aa9-c063-4d93-be76-436de7d4d076,240.14,17.44,active,2025-10-16,2025-12-16
11ef1778-ab89-4e59-b4ed-c4021dec7dd1,1b9a483f-1a39-427a-ad6a-543f7beead73,924510be-6c80-43b9-8581-a630a05bb51c,179.31,28.49,active,2025-10-11,2025-10-24
da5849cb-e945-4506-99e0-0e7ce11e963a,1b9a483f-1a39-427a-ad6a-543f7beead73,730ca54b-202c-4ba7-ac29-59209b3798cc,58.04,148.17,active,2025-10-12,2025-11-23
a95d17e9-b1a0-42cb-a184-68b68a4e4592,1b9a483f-1a39-427a-ad6a-543f7beead73,7f25d816-2c32-4b3e-83e0-8eef46fc7afa,207.22,98.03,active,2025-09-22,2025-10-09
f610cad1-be54-4138-9037-c2bcb6a8cb07,1b9a483f-1a39-427a-ad6a-543f7beead73,c24777f2-8b1b-4381-af09-dc5247b5cb4e,454.13,157.82,active,2025-10-13,2026-01-11
b23cc685-8a07-427c-a587-41c7119064c5,1b9a483f-1a39-427a-ad6a-543f7beead73,ea01cc82-6543-4d3c-a180-bb184ebab01d,243.97,58.78,active,2025-09-21,2025-10-05
08443877-c1b5-4235-975a-5c8fb0ef203a,1b9a483f-1a39-427a-ad6a-543f7beead73,372e7a52-b53d-4c4f-9647-224051c5f7e5,65.0,100.17,active,2025-10-12,2025-10-23
2e7c2a20-9df8-4a11-ab7c-c5a28ee6c9e6,1b9a483f-1a39-427a-ad6a-543f7beead73,a6e71225-8093-4d9f-b474-1d5266a4d5cd,353.22,52.36,active,2025-10-04,2025-10-25
b200fd0b-d7b5-4135-8d11-cf986903e1c7,1b9a483f-1a39-427a-ad6a-543f7beead73,dde3066f-8a18-4f06-a545-ab25ba0110dd,213.27,68.62,active,2025-10-16,2025-11-26
7bcb0a26-9a88-4651-a83e-41e4c992fbdb,1b9a483f-1a39-427a-ad6a-543f7beead73,6baef747-049d-4c05-a248-f2dbc2d4ee51,113.24,53.18,active,2025-09-22,2025-09-29
00844f66-1722-4b88-bb0e-660c95fa21f5,1b9a483f-1a39-427a-ad6a-543f7beead73,a1ed31a8-e095-4e35-90ce-e942781b263b,287.88,206.24,active,2025-10-07,2025-10-30
656822be-9dd1-4c66-9b22-6d3340ac2980,1b9a483f-1a39-427a-ad6a-543f7beead73,e6358357-1cec-42e2-86a1-1b2b949aa4de,366.12,131.24,active,2025-10-10,2025-11-04
bc6f4a81-35ad-40eb-9ba8-168b11972841,fa1b8eea-3b4a-4262-980a-befc74f4ddf0,372e7a52-b53d-4c4f-9647-224051c5f7e5,173.05,100.51,active,2025-10-15,2025-12-10
e1a4c3d3-17e9-4840-be6a-33735163793b,fa1b8eea-3b4a-4262-980a-befc74f4ddf0,c24777f2-8b1b-4381-af09-dc5247b5cb4e,133.22,154.69,active,2025-09-30,2025-11-25
1ea28028-0b29-4b8c-a376-377bb2c160c2,fa1b8eea-3b4a-4262-980a-befc74f4ddf0,37991aa9-c063-4d93-be76-436de7d4d076,362.08,17.9,active,2025-10-12,2025-11-10
74010f11-4c46-4b6e-999a-83fb91e46579,fa1b8eea-3b4a-4262-980a-befc74f4ddf0,aecea92b-4bef-49ec-9afd-08fb6bd4bbf2,379.19,126.08,active,2025-09-27,2025-11-01
16376035-fc41-4e07-a910-5f6e006f5cd9,fa1b8eea-3b4a-4262-980a-befc74f4ddf0,a6db1ee0-fa06-4a13-8248-43c69d2d8c37,59.91,1726.44,active,2025-09-26,2025-10-04
b3b29c75-bc96-405c-932d-5177888f70e4,fa1b8eea-3b4a-4262-980a-befc74f4ddf0,e6358357-1cec-42e2-86a1-1b2b949aa4de,478.04,130.54,active,2025-10-17,2025-11-23
9ccaf608-1187-4175-9523-4cbdf4a90af9,fa1b8eea-3b4a-4262-980a-befc74f4ddf0,601adc6f-a7c0-4402-a956-5f288bd2ca42,58.85,27.5,active,2025-10-11,2025-11-03
a2aeeb33-b36b-4e62-81df-e01cbb1bb5b5,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,a6db1ee0-fa06-4a13-8248-43c69d2d8c37,239.74,1893.55,active,2025-10-01,2025-11-01
94e2e97b-c98b-49b6-8f6b-0e868ed0a483,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,98dde7ab-8fc5-4343-8945-2413e8bf5372,298.61,41.09,active,2025-10-11,2025-12-23
21c17d09-e432-4bd6-adbd-143de9cbc1ed,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,c31b8008-5cd0-4b77-b28f-89df4e22d22f,320.46,51.88,active,2025-09-24,2025-11-11
fe1ef500-df33-4799-9b7f-5dd2e5625836,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,601adc6f-a7c0-4402-a956-5f288bd2ca42,366.29,26.53,active,2025-09-20,2025-12-12
87ddab45-2228-4885-b608-8e27dd56a372,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,6baef747-049d-4c05-a248-f2dbc2d4ee51,207.98,51.52,active,2025-10-03,2025-12-11
1927dfcf-f7dc-4922-90b0-95998f8034de,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,730ca54b-202c-4ba7-ac29-59209b3798cc,98.9,143.13,active,2025-09-22,2025-11-02
ae545e25-4e23-4b56-888d-0d0d43605e5c,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,c24777f2-8b1b-4381-af09-dc5247b5cb4e,466.2,159.92,active,2025-10-15,2025-11-25
2aa2b853-8834-4313-ae32-0cabdb533ebf,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,37991aa9-c063-4d93-be76-436de7d4d076,39.45,15.99,active,2025-09-23,2025-10-26
6b53fe35-58c1-4f6f-aad9-a53cee0ed8d9,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,ea01cc82-6543-4d3c-a180-bb184ebab01d,231.58,59.9,active,2025-10-05,2025-11-05
26245fe3-4992-40c9-9586-a83c2b3f2ea3,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,aecea92b-4bef-49ec-9afd-08fb6bd4bbf2,153.34,133.34,active,2025-09-26,2025-10-31
07f19848-89b5-4a97-8ebe-b3446b98be63,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,dd4f367d-46dd-4986-bea2-17ea836e13d8,367.45,21.66,active,2025-10-17,2025-11-29
6f0f6e81-a062-471a-9cc0-e10c54649cc1,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,42b5b340-8b69-4736-aca7-ea8d62a44655,73.61,63.87,active,2025-10-03,2025-10-24
78fdfda4-47d5-4cd2-b3b5-d89301f6fced,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,7f25d816-2c32-4b3e-83e0-8eef46fc7afa,369.4,103.69,active,2025-10-09,2025-12-23
49b96d10-d6de-44d9-a218-2cf9540f8f22,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,dde3066f-8a18-4f06-a545-ab25ba0110dd,277.12,61.09,active,2025-10-10,2025-11-15
731f1d90-187e-4991-940f-3131e3b60673,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,372e7a52-b53d-4c4f-9647-224051c5f7e5,391.97,95.38,active,2025-10-01,2025-12-29
b4521bfa-c314-4878-9b90-967d05b46ff4,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,ff98e03f-3071-4fea-97df-68c77eb81ee7,321.88,31.78,active,2025-09-28,2025-11-10
ae4f8c3f-58a8-487f-8265-1e1c3844dc92,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,a1ed31a8-e095-4e35-90ce-e942781b263b,222.23,211.37,active,2025-10-16,2025-10-24
3fa65b34-1c19-4eb8-aeec-ab947752d77f,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,e6358357-1cec-42e2-86a1-1b2b949aa4de,422.64,126.36,active,2025-10-15,2025-11-01
b19fc14d-1e56-48a2-aabf-b78de306cc9b,93a65b94-d4ee-43ef-9be0-1a1a3d7fe1e3,924510be-6c80-43b9-8581-a630a05bb51c,37.1,32.68,active,2025-09-21,2025-12-15
a5fbf640-9550-46f1-a5ed-3ac4792544b8,9cde3509-c5a4-4c04-9950-bbd3b123073c,a6e71225-8093-4d9f-b474-1d5266a4d5cd,492.11,54.98,active,2025-09-27,2025-10-28
81aa4d71-f84a-4cfe-806f-b4ac4b47f742,9cde3509-c5a4-4c04-9950-bbd3b123073c,c24777f2-8b1b-4381-af09-dc5247b5cb4e,482.33,146.21,active,2025-10-01,2025-10-27
28407753-47d0-429b-a837-f17e026deba8,9cde3509-c5a4-4c04-9950-bbd3b123073c,ea01cc82-6543-4d3c-a180-bb184ebab01d,59.51,56.85,active,2025-10-16,2025-12-09
acd09a61-6fd3-467e-b144-6444c6702a0d,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,924510be-6c80-43b9-8581-a630a05bb51c,207.38,29.33,active,2025-10-16,2025-12-19
bafd1e97-f26c-4f5f-85b3-aa1eff98a0e4,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,730ca54b-202c-4ba7-ac29-59209b3798cc,268.09,144.41,active,2025-09-19,2025-10-29
af28f7ff-6eb6-4068-bfcf-628a1c46ad0c,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,601adc6f-a7c0-4402-a956-5f288bd2ca42,174.64,28.83,active,2025-09-28,2025-12-03
3a1a9fbe-2d4e-43e7-b7da-240ff6b9cd41,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,c31b8008-5cd0-4b77-b28f-89df4e22d22f,422.6,47.99,active,2025-10-09,2025-11-14
80b00c24-8323-4039-9b05-a8430843266c,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,372e7a52-b53d-4c4f-9647-224051c5f7e5,35.32,100.9,active,2025-09-24,2025-11-14
f0a7760e-fb1c-43fd-bcf4-fe63d433b334,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,98dde7ab-8fc5-4343-8945-2413e8bf5372,430.81,40.55,active,2025-09-24,2025-11-04
144a9142-a904-4ca0-a982-7cff0ea89e1c,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,6baef747-049d-4c05-a248-f2dbc2d4ee51,101.79,51.05,active,2025-09-28,2025-11-03
db888654-2ac5-4917-89b2-a717c6118855,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,dd4f367d-46dd-4986-bea2-17ea836e13d8,113.92,21.85,active,2025-10-03,2025-12-29
109703bf-6af2-4f96-88fa-5cdcc9d787a7,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,7f25d816-2c32-4b3e-83e0-8eef46fc7afa,338.13,92.75,active,2025-09-18,2025-12-08
31de2e1a-8733-40c8-9583-0b4ff7d58168,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,37991aa9-c063-4d93-be76-436de7d4d076,330.06,15.8,active,2025-09-18,2025-12-05
2bf8ee40-4ff4-451e-8ed4-8fead4f9579f,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,aecea92b-4bef-49ec-9afd-08fb6bd4bbf2,185.13,130.38,active,2025-10-05,2025-10-20
84960a6b-143f-4e0e-b5ae-88628750b0f2,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,42b5b340-8b69-4736-aca7-ea8d62a44655,78.59,69.35,active,2025-10-16,2026-01-02
d219a4ef-1757-451d-9f5f-ad2b17699060,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,ff98e03f-3071-4fea-97df-68c77eb81ee7,406.82,29.89,active,2025-09-19,2025-12-14
fc0e1f6e-ca49-4517-bece-7ddd0d670307,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,dde3066f-8a18-4f06-a545-ab25ba0110dd,203.68,65.06,active,2025-10-05,2025-12-15
877787ba-c0c2-4f06-bc7d-6db6e04c90b6,07aa5e4d-67ca-47e8-b741-7e5f4a9d7e48,a1ed31a8-e095-4e35-90ce-e942781b263b,34.95,200.91,active,2025-09-30,2025-12-12
5cf79d4d-0381-43ae-b8aa-7fabd0188a8b,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,601adc6f-a7c0-4402-a956-5f288bd2ca42,308.79,27.76,active,2025-10-06,2025-12-06
6ffe13a3-9a01-459e-b2c3-4809e6de38d6,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,730ca54b-202c-4ba7-ac29-59209b3798cc,266.95,131.05,active,2025-09-27,2025-12-16
9cb4d4ce-46ed-4d42-90b2-2f6ac60258bb,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,7f25d816-2c32-4b3e-83e0-8eef46fc7afa,405.64,93.02,active,2025-09-19,2025-12-17
4788e116-8e44-40b0-9a07-b2f6b2a76353,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,a6e71225-8093-4d9f-b474-1d5266a4d5cd,359.01,54.67,active,2025-10-07,2025-11-20
63a1f615-46ff-4af5-ad2d-93641123cb6b,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,aecea92b-4bef-49ec-9afd-08fb6bd4bbf2,260.86,129.43,active,2025-09-19,2025-11-30
ad9e053f-9961-4492-98a9-a29cdc1411c9,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,c24777f2-8b1b-4381-af09-dc5247b5cb4e,469.74,144.35,active,2025-10-08,2025-11-09
012515aa-3cd1-4158-b878-fca77bd98b1a,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,c31b8008-5cd0-4b77-b28f-89df4e22d22f,329.28,53.26,active,2025-09-18,2025-12-06
338294be-123f-4f4d-b77b-7d8c152c8a78,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,6baef747-049d-4c05-a248-f2dbc2d4ee51,492.7,52.26,active,2025-10-09,2025-11-28
4a211104-e9dd-4d56-a2b9-c9ffb0192d42,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,e6358357-1cec-42e2-86a1-1b2b949aa4de,468.72,129.85,active,2025-09-24,2025-11-01
a9d56a53-a6dc-4a4c-b7c9-f7f9867b74cb,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,ea01cc82-6543-4d3c-a180-bb184ebab01d,70.84,65.54,active,2025-10-06,2025-11-13
ecc0fa0a-8302-4aac-8e3a-13a2c2306f05,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,372e7a52-b53d-4c4f-9647-224051c5f7e5,441.16,109.71,active,2025-10-11,2025-10-28
b6952651-3511-44a0-a1cd-8de38d6bb281,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,98dde7ab-8fc5-4343-8945-2413e8bf5372,118.92,41.09,active,2025-10-12,2025-11-14
8ae1a4e7-0238-4e8d-a5fc-b57f141b9b25,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,37991aa9-c063-4d93-be76-436de7d4d076,323.16,17.63,active,2025-10-11,2025-12-03
4dc8f24a-8961-488e-a3b3-5a684d02bd60,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,a6db1ee0-fa06-4a13-8248-43c69d2d8c37,300.29,1621.01,active,2025-10-16,2025-11-13
c6e730cf-31c8-4eca-a90c-315dab8c014c,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,ff98e03f-3071-4fea-97df-68c77eb81ee7,472.5,31.35,active,2025-09-24,2025-10-18
64de2225-b300-413f-a3da-f189a1509ca5,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,924510be-6c80-43b9-8581-a630a05bb51c,159.74,29.39,active,2025-10-15,2025-12-10
36faaa5d-1527-49bb-8bbd-b2f929aabc99,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,a1ed31a8-e095-4e35-90ce-e942781b263b,327.82,206.17,active,2025-09-18,2025-11-10
4236955d-988c-4d18-bba0-7db0057e2161,ef163ecd-d4a4-4e6a-b865-8b78c0d523a7,dde3066f-8a18-4f06-a545-ab25ba0110dd,133.89,66.76,active,2025-09-19,2025-09-30
5aa62d9c-180a-44ac-8601-99da4c0436c7,184efb2e-07df-4e85-85b4-a142768ea50f,730ca54b-202c-4ba7-ac29-59209b3798cc,331.99,133.15,active,2025-09-24,2025-10-09
41d1b048-2356-4178-b3eb-de1a56595e20,184efb2e-07df-4e85-85b4-a142768ea50f,a6e71225-8093-4d9f-b474-1d5266a4d5cd,425.12,53.45,active,2025-09-29,2025-10-17
ca1145ee-8e0f-4af4-a647-f168ac946e30,184efb2e-07df-4e85-85b4-a142768ea50f,ff98e03f-3071-4fea-97df-68c77eb81ee7,429.86,31.32,active,2025-09-26,2025-10-19
d6835810-4bdb-4b1a-9778-f966516e1b07,184efb2e-07df-4e85-85b4-a142768ea50f,42b5b340-8b69-4736-aca7-ea8d62a44655,405.65,73.38,active,2025-10-03,2025-11-27
95b9489d-383e-4623-a379-d31231661694,184efb2e-07df-4e85-85b4-a142768ea50f,a6db1ee0-fa06-4a13-8248-43c69d2d8c37,300.38,1797.06,active,2025-09-21,2025-12-03
a040f142-1e1d-4808-ae33-df90455ac281,184efb2e-07df-4e85-85b4-a142768ea50f,601adc6f-a7c0-4402-a956-5f288bd2ca42,134.08,27.07,active,2025-09-23,2025-11-24
0a88f759-c8b8-4180-b37a-4d4a2f4f751b,184efb2e-07df-4e85-85b4-a142768ea50f,a1ed31a8-e095-4e35-90ce-e942781b263b,393.49,188.9,active,2025-09-28,2025-12-08
a7f7c22d-9ee5-46c9-8552-2732394d4d6a,184efb2e-07df-4e85-85b4-a142768ea50f,c24777f2-8b1b-4381-af09-dc5247b5cb4e,314.9,146.74,active,2025-10-10,2025-10-31
767ab07e-a3dc-475f-b488-a96ef4f98545,184efb2e-07df-4e85-85b4-a142768ea50f,6baef747-049d-4c05-a248-f2dbc2d4ee51,309.81,52.84,active,2025-10-07,2025-10-20
8f2c4fc5-000e-485c-a3ef-53b45b72db8b,184efb2e-07df-4e85-85b4-a142768ea50f,c31b8008-5cd0-4b77-b28f-89df4e22d22f,60.11,50.47,active,2025-10-14,2025-12-01
28fa8569-f76e-4ac8-a694-11842ecf1055,184efb2e-07df-4e85-85b4-a142768ea50f,98dde7ab-8fc5-4343-8945-2413e8bf5372,92.59,40.08,active,2025-10-15,2025-11-29
9c5b59c5-7171-47b4-9a75-b145835d9e87,184efb2e-07df-4e85-85b4-a142768ea50f,37991aa9-c063-4d93-be76-436de7d4d076,204.91,17.6,active,2025-09-20,2025-09-28
06a35638-2c23-46e5-86d4-52095aa84510,184efb2e-07df-4e85-85b4-a142768ea50f,aecea92b-4bef-49ec-9afd-08fb6bd4bbf2,287.52,134.91,active,2025-10-16,2025-10-30
0c5fe689-ad91-42b2-8b49-16e86321a6fc,184efb2e-07df-4e85-85b4-a142768ea50f,924510be-6c80-43b9-8581-a630a05bb51c,239.21,28.92,active,2025-10-14,2025-12-13
75280481-64c4-4c9b-aa7d-3f63c2f54d72,884328a5-a950-401b-866d-6d518fd87cf2,42b5b340-8b69-4736-aca7-ea8d62a44655,397.64,66.91,active,2025-10-06,2025-11-05
cd18b952-d570-41b3-8be9-b778307fe6ef,884328a5-a950-401b-866d-6d518fd87cf2,ff98e03f-3071-4fea-97df-68c77eb81ee7,412.01,30.25,active,2025-09-29,2025-10-20
66b5ace1-8d17-48b1-bdac-6f3340756284,884328a5-a950-401b-866d-6d518fd87cf2,a1ed31a8-e095-4e35-90ce-e942781b263b,45.58,201.79,active,2025-10-07,2025-11-09
